Ticker,SMA_20,SMA_50,SMA_100,SMA_150,SMA_200,Best_SMA,Golden_Cross_50_200,Golden_Cross_20_150,Golden_Cross_50_150
NTAP,-29.468218696714075,-23.894171480085536,7.755017333011782,57.841907418265684,69.53639825253734,SMA_200,121.05126741964413,96.4864952673912,39.61815055541117
NVDA,197.78252336782893,166.24158819888257,233.44497388132152,235.83221411577318,304.87383838722815,SMA_200,338.6627897100475,329.40253269225457,400.2266339275258
META,14.366110399482256,45.043076984578214,219.69757606244139,179.57510085141143,176.92649450457537,SMA_100,145.39691793996283,112.79524322889229,110.05929825504732
SMCI,30.56723049623039,74.50614035345868,148.81723527869536,198.1654675801843,277.0362830616598,SMA_200,418.6627902249313,104.71582069337455,184.92520534403678
LLY,24.05188706051312,-20.28190986362235,54.057347227898376,120.01148417079452,154.1305407556353,SMA_200,117.79550831864283,130.04028507645353,77.44045707131212
SPY,32.17816600156772,24.238967372344323,38.62322374987356,8.267500508024671,20.91893099346128,SMA_100,31.831857758672598,-8.355565203812553,11.810491976372205
QQQ,36.10087016556551,37.2780565375319,41.769566392520744,85.42152053598072,95.27733907004597,SMA_200,113.320050514476,56.30839805476332,93.98985036848838
BTC-USD,67.30603148992202,341.9905591743948,258.90292752879776,294.2678658103095,167.28018949790123,SMA_50,139.1469615110282,187.12182393654297,130.91476551887678
TSLA,406.6281334767301,228.63641477856785,170.97921189858195,177.46584568434773,143.1502549328582,SMA_20,167.4155584742851,179.0394878190793,277.41309872430026
SNOW,-113.54702207222309,26.76794121929438,-85.91166705108475,-78.25435839086238,-85.83841404826028,SMA_50,-58.57615525912333,-147.95550157250688,-79.36964730483959
MSFT,-78.04219340718058,-38.86697319092328,28.604435948650774,9.203511232908735,64.0771943462107,SMA_200,115.70005476534213,84.13758151775032,134.3751369261314
GOOG,13.433949024658553,-42.69756831523779,45.12583534699039,98.81551010095028,86.4629656865802,SMA_150,118.60140035495841,104.30161144662893,126.27864394469472
AAPL,132.5698289017182,84.95530763172688,-0.047539184694977976,-62.59042941347226,12.918778923210283,SMA_20,56.112372923622836,-9.658238303294752,8.754490267789294
NFLX,23.79814499449121,64.26163420080027,42.940102939755455,145.41149700758297,124.83733052797541,SMA_150,127.44453575458057,121.90111620510098,116.74843299109925
CRWD,186.82402313078893,87.09026816942712,100.98423696371404,191.18052911838816,222.29606746573563,SMA_200,162.3763912983779,170.70117893743299,263.6359228196131
PANW,57.602478326051376,-69.16482302684751,-72.87521749610221,56.90783000577826,80.85295328029865,SMA_200,69.0334522916155,29.357404568017074,15.953700282942162
