Ticker,SMA_20,SMA_50,SMA_100,SMA_150,SMA_200,Best_SMA,Golden_Cross_50_200,Golden_Cross_20_150,Golden_Cross_50_150,Time_Frame
NVDA,188.10092347265416,172.24474097379243,184.01796821213608,140.768495131208,208.70515126985154,SMA_200,178.00658471056695,177.99307208571892,212.20347316178572,3y
META,10.296411939706307,58.74891823489151,189.87846042467075,194.93631847100124,131.16142724104245,SMA_150,99.54429511319121,134.6173517077741,151.59572236108133,3y
SMCI,77.33562719528122,54.88520149910365,197.64218897112335,297.3095750163128,335.9825126691795,SMA_200,381.1510664690081,220.92391775081862,289.45861811486793,3y
LLY,60.308196869094374,11.011852423021583,69.766993975487,83.1507840573784,108.28516701218467,SMA_200,95.62685169410548,75.44929453575539,44.276211198624694,3y
SPY,-1.0268095561776103,-8.910664521012235,5.021598426682228,-6.8399366509344866,7.928350020370911,SMA_200,24.56795701107126,2.4949509490277744,18.956314389362927,3y
QQQ,21.899802661441502,39.56192951620844,35.6893233998689,47.920846509100286,42.2422719033268,SMA_150,54.51306767306453,30.019411055546218,44.427062412137765,3y
BTC-USD,-18.857047457000974,102.9140349974579,94.65983427651999,142.0008377039299,168.99477591494124,SMA_200,97.39256775822344,118.15393860567589,88.90769181113977,3y
TSLA,154.5172574422054,35.848425690861,-20.117169390602907,-59.1894046196229,-23.55932975082795,SMA_20,-58.9266131599997,-99.57593155212838,3.741743219033533,3y
SNOW,-126.080081147018,10.337047207106043,-101.51894815236156,-86.55354195417186,-113.81770784633858,SMA_50,-66.98227484098192,-163.88546868584038,-84.07592559477789,3y
MSFT,-29.742847657702175,45.50802492824556,8.867590430888782,12.470598613959648,40.89798658066876,SMA_50,46.65645190641477,25.585096336356084,46.71487632272746,3y
GOOG,2.0480921587432754,-87.08919277400027,-2.145388589242625,25.66920264883288,33.94750434563662,SMA_200,66.70946893262811,65.81127123823565,72.755740405488,3y
AAPL,60.796741474748174,13.848066154686157,-19.16171103608302,-75.86371330328532,-22.324824248759967,SMA_20,-35.876808705621976,-52.576801561208285,-63.42188237249157,3y
NFLX,80.80666007247542,131.85215199768325,128.7200634162852,141.3091718306516,58.06359627077152,SMA_150,87.10161535041897,91.25849875495014,73.80288471416551,3y
CRWD,-19.912921122097405,33.30293236575722,39.50827413232418,50.081342061042776,65.6457646489967,SMA_200,93.18449955871908,56.82343534367571,115.51092989127554,3y
PANW,-64.15822208901892,-116.41697145189518,-94.5959464338041,-2.19814877436868,17.581960357737213,SMA_200,43.91531135736278,-16.01003772729066,16.747857079052153,3y
NTAP,-32.194416871156584,40.05014973760397,63.73557913009105,43.40434704510506,54.627763916462534,SMA_100,94.04936967153175,65.84829788419488,84.50447220374731,4y
NVDA,180.9636856539516,148.19997060416918,187.97752841247504,204.00344595719525,248.61824395676672,SMA_200,245.1625800503754,232.03374428339689,302.85784551866783,4y
META,-35.89503083082506,11.947013476495073,189.62538030122738,165.86546511742054,177.65953530821696,SMA_100,169.030180374927,143.17800359762586,152.80757114175373,4y
SMCI,10.250520950496488,45.699209108841075,182.86440048073038,305.52201967537985,337.57305612768533,SMA_200,399.96614296008113,184.78911345298414,286.6661083755451,4y
LLY,81.83369893546406,62.22517332816759,95.7316814401111,138.42577669955332,134.31866968053768,SMA_150,136.98084646487553,130.7242871779303,76.72064769402934,4y
SPY,12.47615880164692,-3.313769928813204,19.315323433082643,18.465304397661107,12.811881417851644,SMA_100,28.48711093149777,27.80019199762337,44.26155543795852,4y
QQQ,24.42680403830354,16.431608274160283,31.867405474940735,73.58518624959935,52.32741266058783,SMA_150,66.8791969154103,55.683750796045274,70.09140215263682,4y
BTC-USD,37.968907695762255,305.3736142441271,255.8873336965581,282.26404150044544,147.86383614558883,SMA_50,146.78809855876662,244.56214630584245,191.11997297066728,4y
TSLA,213.83170098962,91.04255137469386,-4.178346564562352,-38.37329359330231,-42.62793036984599,SMA_20,-55.13799525977677,-73.57501988992806,24.798591015293226,4y
SNOW,-113.54702207222309,26.76794121929438,-85.91166705108475,-78.25435839086238,-85.83841404826028,SMA_50,-58.57615525912333,-147.95550157250688,-79.36964730483959,4y
MSFT,-71.59638779004376,-22.592296265150335,19.082759906046864,56.393144868681524,50.46302205217509,SMA_150,69.5644659148628,69.50764259107795,90.63742257744933,4y
GOOG,-1.1004292203774746,-50.05857689493843,62.75318865308203,79.39383669658655,54.33666395551096,SMA_150,95.61167741612174,119.53590528598934,126.48037445324165,4y
AAPL,69.24448543383785,4.637202486366632,-23.247455676561223,-76.31057488657957,-10.316268796343698,SMA_20,-10.544406391334482,-52.74389556557209,-31.90203220447103,4y
NFLX,20.436501766142523,45.250788251595786,38.618575655515365,107.17203146300591,97.55987234625823,SMA_150,73.03652823273285,62.9004306031014,67.25067527844905,4y
CRWD,25.388551538379865,79.01708909946203,56.26856215955356,71.53332912988452,100.17113503126743,SMA_200,91.0510410244189,54.44508099294271,129.70478326618328,4y
PANW,15.969615187159992,-89.78803616397984,-64.26553529835269,37.62471071255209,70.42654688199967,SMA_200,96.75989788162522,34.61456252258639,67.3724573289292,4y
NTAP,-29.468218696714075,-23.894171480085536,7.755017333011782,57.841907418265684,69.53639825253734,SMA_200,121.05126741964413,96.4864952673912,39.61815055541117,5y
NVDA,197.78252336782893,166.24158819888257,233.44497388132152,235.83221411577318,304.87383838722815,SMA_200,338.6627897100475,329.40253269225457,400.2266339275258,5y
META,14.366110399482256,45.043076984578214,219.69757606244139,179.57510085141143,176.92649450457537,SMA_100,145.39691793996283,112.79524322889229,110.05929825504732,5y
SMCI,30.56723049623039,74.50614035345868,148.81723527869536,198.1654675801843,277.0362830616598,SMA_200,418.6627902249313,104.71582069337455,184.92520534403678,5y
LLY,24.05188706051312,-20.28190986362235,54.057347227898376,120.01148417079452,154.1305407556353,SMA_200,117.79550831864283,130.04028507645353,77.44045707131212,5y
SPY,32.17816600156772,24.238967372344323,38.62322374987356,8.267500508024671,20.91893099346128,SMA_100,31.831857758672598,-8.355565203812553,11.810491976372205,5y
QQQ,36.10087016556551,37.2780565375319,41.769566392520744,85.42152053598072,95.27733907004597,SMA_200,113.320050514476,56.30839805476332,93.98985036848838,5y
BTC-USD,67.38105538802822,342.06558307250094,258.977951426904,294.3428897084157,167.3552133960074,SMA_50,139.22198540913436,187.19684783464916,130.98978941698297,5y
TSLA,406.6281334767301,228.63641477856785,170.97921189858195,177.46584568434773,143.1502549328582,SMA_20,167.4155584742851,179.0394878190793,277.41309872430026,5y
SNOW,-113.54702207222309,26.76794121929438,-85.91166705108475,-78.25435839086238,-85.83841404826028,SMA_50,-58.57615525912333,-147.95550157250688,-79.36964730483959,5y
MSFT,-78.04219340718058,-38.86697319092328,28.604435948650774,9.203511232908735,64.0771943462107,SMA_200,115.70005476534213,84.13758151775032,134.3751369261314,5y
GOOG,13.433949024658553,-42.69756831523779,45.12583534699039,98.81551010095028,86.4629656865802,SMA_150,118.60140035495841,104.30161144662893,126.27864394469472,5y
AAPL,132.5698289017182,84.95530763172688,-0.047539184694977976,-62.59042941347226,12.918778923210283,SMA_20,56.112372923622836,-9.658238303294752,8.754490267789294,5y
NFLX,23.79814499449121,64.26163420080027,42.940102939755455,145.41149700758297,124.83733052797541,SMA_150,127.44453575458057,121.90111620510098,116.74843299109925,5y
CRWD,186.82402313078893,87.09026816942712,100.98423696371404,191.18052911838816,222.29606746573563,SMA_200,162.3763912983779,170.70117893743299,263.6359228196131,5y
PANW,57.602478326051376,-69.16482302684751,-72.87521749610221,56.90783000577826,80.85295328029865,SMA_200,69.0334522916155,29.357404568017074,15.953700282942162,5y
