Ticker,SMA_20,SMA_50,SMA_100,SMA_150,SMA_200,Best_SMA,Golden_Cross_50_200,Golden_Cross_20_150,Golden_Cross_50_150
NTAP,-32.194416871156584,40.05014973760397,63.73557913009105,43.40434704510506,54.627763916462534,SMA_100,94.04936967153175,65.84829788419488,84.50447220374731
NVDA,180.9636856539516,148.19997060416918,187.97752841247504,204.00344595719525,248.61824395676672,SMA_200,245.1625800503754,232.03374428339689,302.85784551866783
META,-35.89503083082506,11.947013476495073,189.62538030122738,165.86546511742054,177.65953530821696,SMA_100,169.030180374927,143.17800359762586,152.80757114175373
SMCI,10.250520950496488,45.699209108841075,182.86440048073038,305.52201967537985,337.57305612768533,SMA_200,399.96614296008113,184.78911345298414,286.6661083755451
LLY,81.83369893546406,62.22517332816759,95.7316814401111,138.42577669955332,134.31866968053768,SMA_150,136.98084646487553,130.7242871779303,76.72064769402934
SPY,12.47615880164692,-3.313769928813204,19.315323433082643,18.465304397661107,12.811881417851644,SMA_100,28.48711093149777,27.80019199762337,44.26155543795852
QQQ,24.42680403830354,16.431608274160283,31.867405474940735,73.58518624959935,52.32741266058783,SMA_150,66.8791969154103,55.683750796045274,70.09140215263682
BTC-USD,37.89388379765606,305.2985903460209,255.81230979845188,282.1890176023393,147.78881224748267,SMA_50,146.71307466066042,244.48712240773625,191.04494907256108
TSLA,213.83170098962,91.04255137469386,-4.178346564562352,-38.37329359330231,-42.62793036984599,SMA_20,-55.13799525977677,-73.57501988992806,24.798591015293226
SNOW,-113.54702207222309,26.76794121929438,-85.91166705108475,-78.25435839086238,-85.83841404826028,SMA_50,-58.57615525912333,-147.95550157250688,-79.36964730483959
MSFT,-71.59638779004376,-22.592296265150335,19.082759906046864,56.393144868681524,50.46302205217509,SMA_150,69.5644659148628,69.50764259107795,90.63742257744933
GOOG,-1.1004292203774746,-50.05857689493843,62.75318865308203,79.39383669658655,54.33666395551096,SMA_150,95.61167741612174,119.53590528598934,126.48037445324165
AAPL,69.24448543383785,4.637202486366632,-23.247455676561223,-76.31057488657957,-10.316268796343698,SMA_20,-10.544406391334482,-52.74389556557209,-31.90203220447103
NFLX,20.436501766142523,45.250788251595786,38.618575655515365,107.17203146300591,97.55987234625823,SMA_150,73.03652823273285,62.9004306031014,67.25067527844905
CRWD,25.388551538379865,79.01708909946203,56.26856215955356,71.53332912988452,100.17113503126743,SMA_200,91.0510410244189,54.44508099294271,129.70478326618328
PANW,15.969615187159992,-89.78803616397984,-64.26553529835269,37.62471071255209,70.42654688199967,SMA_200,96.75989788162522,34.61456252258639,67.3724573289292
