Ticker,Last Day Closing Price,CCI,% from Average Volume,Previous 3 Days Trend
PRU,118.66999816894531,45.92936668949271,-76.7396203781036,mixed
PEG,74.65619659423828,65.95802326452834,-68.34731396181145,mixed
PTC,173.0399932861328,-160.5159646560424,-62.05393342687062,down
PSA,272.7699890136719,-51.6256924641106,-73.639719352686,mixed
PHM,115.87000274658203,-20.979148178699294,-60.3029478491843,mixed
QRVO,95.70899963378906,-87.65371664148462,-78.3433923129438,mixed
PWR,272.739990234375,63.63439420889778,-40.502902701533436,mixed
QCOM,200.8000030517578,61.159181465825945,-29.360927679325,down
DGX,139.81500244140625,8.420230656560312,-53.616580087139056,up
RL,187.22999572753906,206.21918854392476,-56.847051581791064,up
RJF,121.7300033569336,-170.73394541716453,-84.09290806993411,mixed
RTX,106.72000122070312,82.35794452929505,-77.46816603310714,mixed
O,52.532501220703125,-95.79190797239647,-66.05957811814748,mixed
REG,60.900001525878906,132.17102314450318,-78.04592322020252,up
REGN,968.9550170898438,-6.699867735426932,-68.2999115369139,mixed
RF,19.155000686645508,-81.75964245663525,-60.769652178527444,mixed
RSG,182.90499877929688,-161.2666084705673,-58.482832042414024,mixed
RMD,206.91000366210938,-133.68405081871126,-81.04947044156815,mixed
RVTY,107.73500061035156,13.14989958339517,-54.60060538322558,mixed
RHI,64.21499633789062,-143.62224774231427,-11.780842651982889,mixed
ROK,256.8324890136719,-143.4772783366579,-53.086648564028,mixed
ROL,45.435001373291016,-98.64176916239191,-76.40820690703693,mixed
ROP,527.7249755859375,-18.829306756837727,-60.35177809255352,mixed
ROST,138.2100067138672,105.92412578817054,-54.43602154663838,mixed
RCL,145.08749389648438,34.234813260808714,-67.33195782134796,down
SPGI,421.9049987792969,-123.00446982907445,-80.06428117463736,down
CRM,225.22000122070312,-300.31486428942446,240.17644275453281,mixed
SBAC,195.15499877929688,-1.8574332551571193,-64.9020388693662,up
SLB,45.790000915527344,-133.10186644468402,2.1895487372480433,mixed
STX,92.30500030517578,-34.5546006959723,-52.850443445454054,down
SRE,75.8499984741211,-22.261797765559376,-66.10972249570361,mixed
NOW,644.4849853515625,-237.39174875115108,67.52396402246656,mixed
SHW,301.44000244140625,-100.01798811135191,6.8936530157017035,mixed
SPG,149.83999633789062,99.06921124929578,-70.96734453500548,up
SWKS,89.9800033569336,-135.8514842019167,-69.74691657982707,mixed
SJM,110.37000274658203,-87.74881569577757,-64.94261451344038,mixed
SNA,268.3299865722656,-115.98405718185309,-79.84947201711388,mixed
